RegionName,State,Metro,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10
Livingston,IL,Pontiac,66200,67900,69500,70000,70500,70400,70700,71200,71600,72000,72300,72600,72800,73100,73700,74400,74900,75100,75000,75000,75100,75100,75200,75100,74500,73600,73000,72300,71600,71400,71400,71300,71400,72100,72700,73200,73800,74600,75600,76600,77300,77400,77100,76700,76700,77000,77500,77600,77300,76900,76700,76900,77500,77900,77900,77700,77800,78400,78900,79600,80100,80000,79500,80000,80500,81000,81400,81900,81700,81500,82100,83000,83200,83500,84600,85100,84800,84900,85700,87100,87700,86800,85700,86200,87700,88900,88200,87100,87200,88300,88600,88200,88800,90300,90600,89800,89100,88700,89300,90700,92000,92500,93500,95000,96400,97400,98300,98500,98800,99900,101000,100900,100000,99500,99300,98700,97800,96800,96200,96600,96700,95700,94600,94500,94800,95000,95100,95200,95600,96800,97700,97600,97500,97600,97300,96600,96500,96400,96700,96700,96300,96000,96200,95800,95100,95000,95600,96700,96900,96600,95900,95400,96000,96900,97400,97900,98200,97700,96800,96000,95000,94100,93700,93700,91800,89000,87800,88600,89300,89700,89800,90000,90700,91800,93300,94000,94100,94000,93700,92300,91300,92000,93200,93000,92200,91200,89400,88100,87900,88200,88700,89200,89100,88200,87600,87700,87900,87700,87500,87500,87900,88300,87900,87500,87000,86700,86200,85700,85300,84500,83100,82100,82000,82000,81300,80700,80500,80200,79800,79700,79500,79300,79000,78900,79400,80400,81100,81400,81700,81800,81900,82100,83000,84800,86400,86600,85500,84200,83400,82600,82300,82900,84100,84600,84300,84800,86100,87400,88100,88600,88800,89400,90500,91200,90800,90500,90500,90300,89800
Woodford,IL,Peoria,54900,55600,57000,58600,60200,61600,63100,65400,68000,70500,72800,75100,77600,80300,83200,85200,86100,86700,87400,87300,86800,86400,86700,87800,88400,87500,87300,87600,88300,89100,90300,90800,91400,91500,90700,90700,93000,95400,95700,95800,96300,96200,95700,95700,95500,95300,95400,95500,95300,95400,95900,96600,97400,97400,97100,97200,97100,97300,98600,99400,99100,98800,98700,98600,98100,98200,98300,98500,99100,99200,99400,100600,101200,100900,101200,102200,102900,103000,103400,103600,103300,103800,104500,105000,106200,107900,108400,108200,108500,109600,110100,110700,112000,112800,112400,112300,113300,114700,116300,117500,118800,120100,121500,122400,122900,123000,123300,123700,123800,123800,123900,124000,124200,124600,125600,126700,127700,128700,129800,130700,131000,131100,131400,131900,131700,131200,131000,131000,130800,130700,131100,131700,132200,132800,133400,134100,134700,134800,135000,135700,136300,136300,136300,136800,137000,137100,137200,137700,138700,139800,140400,140500,139200,136900,134700,133600,132700,132600,132800,133000,132500,132100,131500,130100,131900,136700,139500,138100,137800,137400,136400,135300,135300,135300,135400,136000,136700,137700,139600,141500,141900,140900,139600,138800,138900,138800,138900,140000,140400,139700,139500,140900,142600,143700,145400,146700,147400,148800,150300,150900,151200,151100,150200,149200,148700,148800,148800,148800,148900,148500,147200,145500,143300,141400,141100,141500,141000,140600,140800,140800,141000,141300,142100,143300,144000,144000,143900,144000,144200,144600,145600,146600,146700,145800,144700,144200,144100,144000,144400,144900,145400,145800,145800,145400,144800,145100,146600,148000,148000,147500,146400,145500,145100,145900,146100,146000,145700,145800,146200
Morgan,IL,Jacksonville,62600,62400,62100,61500,60400,59800,60200,60500,59800,59100,58800,58600,58400,58800,59800,59500,58900,58400,58100,58100,58400,58300,58500,58700,59100,59600,59600,59800,61400,62700,62800,62900,63600,64100,64800,66000,66900,66800,66800,67200,67100,65800,64800,64600,64500,63800,62300,60900,59700,58900,58500,57900,57000,55900,54400,52500,51400,51000,50800,51000,51300,51100,50900,51800,52600,53700,54900,56300,57900,59600,61000,61900,62700,63700,65100,66200,67400,68500,69300,69800,69700,69400,69100,69200,69400,69700,69300,68800,68700,69300,70600,71900,73000,73900,74800,75300,75700,75800,75800,75700,75700,75700,75700,75200,74800,75100,75700,75900,75900,76400,76800,77200,77300,77400,78000,78700,78700,78500,78400,78400,78500,78300,78100,77900,77700,77100,76600,76200,76300,76200,76100,75900,75800,75900,76400,77500,78900,79700,80000,80300,80800,81400,82700,83500,84200,85500,87200,87400,86800,86700,86700,86700,87700,88900,88500,87600,86800,85700,83700,82100,81500,81300,80600,80100,78600,76500,75500,75700,75700,75300,75000,74600,73800,72900,72700,72700,72700,72500,72100,71400,70800,70800,71600,72700,73800,74200,74200,74300,74300,73800,73300,73000,72600,72100,71800,71500,71000,71100,71800,72000,72000,72500,73300,74100,75100,75800,76100,76200,76800,77000,76800,76400,76600,77100,77900,78600,79100,79700,80500,80800,80500,80000,79700,79800,80200,80500,80500,80600,80500,79900,79100,79200,80200,81200,81700,82400,83600,84600,84700,85200,85900,85800,85000,84000,83500,83700,84000,83900,83400,83000,82700,82300,82400,83100,84300,85100,85200,85200,85400
Christian,IL,Taylorville,50500,50300,49900,49800,49400,49000,49100,49400,49500,49500,49300,49300,49400,49700,50100,50200,50300,50800,51600,52300,52700,53000,53100,53300,53700,53900,53600,53700,53900,53700,53100,52600,52400,52500,52800,53100,53200,53200,53300,53200,53200,53500,53900,53800,53800,53800,54300,55400,55900,55600,55500,55500,55300,55100,55000,55100,55300,55400,55100,54700,54500,54700,55400,56000,56400,56700,57100,57400,57700,57600,57400,57400,57400,57700,58100,58600,59400,59900,59600,59000,58900,59200,59500,59700,60000,60300,60300,59700,59400,59400,60300,61600,62200,62900,64000,64400,64200,64200,64500,65000,65600,65900,66100,66200,66200,66000,65500,65300,65200,64900,64700,64300,63700,63300,62700,62300,62300,62700,62800,63000,63200,63500,63700,64100,64600,65100,65500,66000,66300,66300,66000,66000,66400,66300,66000,66100,66200,66200,66500,66700,67000,67700,68500,68600,68500,68600,68900,68900,68700,68600,68500,68200,68200,68600,68600,68100,68300,69200,70000,70800,71500,71200,70500,70500,69300,67300,66500,66800,66400,66500,,66400,65800,65300,65500,65500,65400,65500,65400,65400,65700,66200,66100,65800,65500,65500,65600,65400,64900,64400,64000,63200,62300,61700,61500,61600,61800,61800,62100,62600,63000,63500,64600,65500,66100,66300,65800,65100,64700,64700,65000,65400,65200,64600,63700,63200,63300,63900,64500,65000,65300,65500,66200,66800,66900,67400,68400,69300,70000,70100,70500,72100,73700,73900,73300,72800,72600,73200,74100,74800,75300,75800,74800,72800,71400,71100,69700,69500,71400,73900,75000,75700,76000,76100,76400,77000,77700,78100,78200
Effingham,IL,Effingham,73900,74900,76400,76900,76600,76300,75300,74100,73100,73400,73400,72900,72300,72500,73100,73700,73200,73900,75900,76100,75500,76200,76900,77000,77400,77500,77100,78100,78900,77700,76500,76600,76400,76300,75400,73000,70800,69800,68300,67000,66400,65000,63000,61800,61200,59800,59100,59600,60000,59600,60000,60400,61300,63300,65700,67700,70200,72500,74700,76700,78900,81700,83800,85300,86600,86500,85500,85600,85800,86000,85700,85400,84800,83900,83000,82500,81900,82200,82400,82300,82400,82400,83100,84100,85400,86000,87000,88600,90400,91500,92700,93700,93700,93200,93000,93400,93600,93300,93000,92600,92100,92100,92500,92600,92900,93500,93900,94200,95300,96500,96800,96700,96800,97000,96900,96600,96700,97200,97900,99000,99900,101000,102000,102400,102500,104200,106500,108900,111400,115100,118400,118800,117600,117000,117300,117600,118200,118300,117900,118000,119400,121100,122200,121900,121900,123000,125500,128900,131400,132400,133600,133700,131600,128900,126800,125900,125500,124700,122600,120400,118600,117800,117500,118100,115400,110600,108000,108900,109400,109000,107500,106600,106800,106800,106200,105400,106100,106900,106400,104600,103700,103800,104600,104900,104700,104200,103200,103200,105000,107400,109500,111800,113800,114800,115200,115400,115200,115100,115500,115800,115800,116200,116500,116600,116800,117500,118100,117600,116500,115900,115900,115400,114800,114800,115100,115000,114400,113700,114000,115400,117000,117700,118000,118500,119500,120600,121600,122100,122400,122400,122400,122400,122500,122700,122600,122200,121900,121900,121900,121800,121700,122000,122200,122700,123400,123800,124100,124300,124700,125000,124900,124500,124800,124700,124100,122900,122500,123300,124300
McDonough,IL,Macomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72800,74300,75900,77200,78500,79600,80000,79700,78900,77100,75800,76000,76300,75800,75800,76300,76000,74900,74800,76300,76800,75500,75000,76200,77300,77500,77800,77800,77500,77400,77100,76200,74800,73400,72900,73500,74700,75900,76600,76600,76800,77200,77300,76900,76300,75300,74900,75600,76400,77500,78800,79600,79800,80000,79600,79000,78300,77000,76000,76100,76200,75700,75300,75000,75100,75300,75300,75200,74400,73100,72100,71700,71900,72400,73000,73800,74400,74000,73100,72100,71200
Iroquois,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98700,97200,95800,93900,90200,88300,89000,89500,87800,86100,84200,81300,77900,75200,73700,72400,71600,71600,72000,72400,72700,73400,75100,77200,78600,80100,82000,83700,85800,87300,87200,85900,85200,85400,86100,87700,90600,93800,95700,97000,98200,98900,98600,98400,98700,98800,98500,97800,97600,97700,97300,96500,95800,94500,93200,92200,91800,92400,93300,93500,93300,92400,90900,89900,89700,89700,89900,91700,93900,95100,94900,94200,93200,92600,92700,93700,93400,92100,91800,92300,92000,90500,88500,87000,86100,84700,83600,82900,83300,84200,84200,83400
Warren,IL,,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91400,91400,91400,91400,91400,91400,91500,91500,91500,91500,91500,91500,91400,91300,91300,91200,91200,91400,91700,91700,91700,91600,91600,91500,91400,91300,91100,90900,90900,91200,91500,91600,91600,91600,91500,91500,91400,91200,91100,90900,91000,91400,92000,92200,92200,92200,92100,91800,91500,91200,90800,90400,90200,90600,91000,91200,91300,91400,91400,91300,91300,91100,90900,91400,89800,85400,81300,79700,79100,78700,78400,77900,77300,76600,76000,75300,74700,74300,73900,73100,72300,71200,69700,68000,66200,64300,62500,60800,59500,58500,57800,57300,56200,54300,52900,52500,52900,54100,55400,56200,57100,58100,58000,57400,57400,58400,59600,60200,59800,59000,58000,56900,55900,56100,56800,56000,54700,54100,53800,53800,54200,55000,56400,58100,59800,61300,63200,65500,67700,69600,71300,72200,73200,73800,73000,71700,70900,70000,68700,67800,67400,67000,66300,65700,65100,64600,65000,65600,66000,66400,67200,68000,68700,68800,68700,68900,69600,70000,69700,69100,68300,67800,67400,67400,67400,67600,67800,68100,68000,67700,66900,66300,66300,66700,67100,67700,68400,68400,68000,67100,65900,64800,64100
Dewitt,IL,Bloomington,96500,96500,96500,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96300,96300,96200,96300,96500,96600,96500,96500,96400,96400,96300,96300,96300,96200,96100,96300,96700,96900,96800,96700,96700,96600,96500,96300,96200,96100,95800,95900,96400,96600,96400,96300,96200,96200,96200,96200,96200,96200,96100,96500,97200,97600,97500,97300,97100,97100,96900,96500,96200,95900,96000,93500,89100,86400,86300,86100,86200,86600,86900,87200,87600,88000,88300,88800,89600,90100,89900,89500,89000,88500,87600,86200,84700,83100,81300,79900,79000,77900,76600,75500,74800,74500,74300,74200,74300,74600,74900,75600,76700,77900,78700,80000,79500,77100,75600,76200,76400,76500,76500,76700,76800,77200,78100,79100,79800,80500,80800,80000,79100,79100,79900,80800,81600,82100,81500,79800,78600,78700,79600,80700,81100,80800,80400,80500,80700,80300,79400,78900,79500,80400,80500,80100,80600,81500,82100,82300,82200,81600,81300,81700,82500,83000,83400,83800,83700,83000,82800,82600,82000,81700,82000,82000,81900,82300,82500,82400,82200,82000,81200,80500,80400,80500,80700,81300,81700,82000,82300,82600,82900,83400
Clark,IL,,,,,,,,,,,,,,,,,,43400,43300,42800,42200,41600,42500,43400,41700,40300,40600,41700,42800,43100,41700,40900,42000,43700,42800,41200,40900,42200,42200,41700,41700,43300,43600,43300,43200,42400,41900,42600,42700,42100,42200,42400,41000,39600,39300,41500,43700,43500,41900,41700,43000,43800,43400,42600,42900,43400,44900,45800,45500,45700,47100,47900,47800,47500,47000,47100,47200,46800,46600,46000,45800,45700,45400,45800,47200,47200,47000,47900,48700,49600,51000,51100,50900,53100,56500,56900,56400,57800,59700,59900,60300,60900,60000,58300,58100,59000,59500,59900,60200,60300,60000,59800,59800,59600,59900,60900,61500,61400,61300,61700,62500,63800,64900,65400,65700,66100,66700,68300,69900,70400,70100,69800,68800,67500,66900,67500,68400,68900,69200,69800,70200,69800,69200,69300,69600,69400,69000,68600,68400,69200,70400,70800,70800,71600,72900,73300,72900,73000,72900,72800,72400,71500,70700,70700,70600,68500,65800,64600,65300,66100,67300,68200,68500,68000,67000,65900,64600,63900,63900,63700,63000,62200,60900,59500,58500,58200,57800,57500,57600,58300,59000,59500,59900,60200,60300,60000,59800,60000,60300,60500,60900,61400,61700,61900,62200,62700,64000,66200,68700,70800,73200,75800,78500,80900,83600,86200,87700,88200,88800,88500,86800,84600,82800,80600,78400,76400,74600,73000,72500,72000,71500,71900,72500,72600,72600,72500,72200,72500,73200,73700,73900,73700,72900,72000,71500,71400,72000,72600,72700,72200,71200,69400,68400,69000,69500,69200,70200,71000,70500,70000
Ford,IL,Champaign-Urbana,34200,35000,35900,35600,35400,35800,36200,36300,36700,37500,38000,38500,38600,39000,39500,39800,39400,39500,40100,40900,41500,41500,41500,41600,42100,42400,42700,43300,44200,44300,44100,44700,45500,46300,47000,47800,48100,47900,47600,47500,47700,47900,47700,47100,46900,47300,47700,48100,48500,49100,49300,49500,49800,49600,49900,50400,50000,49300,49900,51200,52400,52400,52000,52300,53200,53800,53800,53500,53400,54000,54100,53200,53000,53700,54600,55700,56300,56300,56300,56800,57600,58500,58600,59100,59900,60700,61300,61300,61500,63100,65100,66400,67200,67800,68600,69200,68500,67700,67600,67700,68200,68900,68700,69100,70500,71800,72600,74700,77700,80000,81900,83500,84800,85900,87100,87300,86800,86300,86200,86200,85300,84200,84000,84100,84000,83500,83700,84500,85800,86800,87100,86200,86400,87700,88800,89900,90600,90200,89900,89800,90100,91000,91300,90700,90100,89100,87900,86800,86100,85500,85200,84800,84900,85900,87300,88000,88300,88400,87900,87100,86700,86700,86800,86600,83300,78500,75800,75800,75400,75200,74800,74400,74400,74500,74800,75200,75700,75700,75600,75100,74100,73900,74700,75400,75000,74000,72900,72000,71700,72100,72100,72100,72700,73000,73000,73400,74100,74700,75500,76400,77100,77400,77800,78200,78300,77900,77200,76400,76200,76200,76000,75500,75400,75300,74700,73700,73200,73600,74200,74500,74800,75500,76300,77000,77600,78200,78600,78200,78000,78500,78900,78700,78000,77600,76800,76100,75900,76100,75800,75600,75700,75700,75300,74800,74600,74700,74200,73700,74500,76400,78600,80000,80500,80000,80200,80900,81300,81100,81000
Clay,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,90000,89800,89900,89600,88300,86700,85500,84100,82300,80300,78000,75600,73200,70800,68600,66300,63900,61800,60400,59500,58900,58800,59000,59500,60400,61600,63000,64300,65400,66500,67900,69500,70900,71800,72200,72100,71800,71100,70200,68900,67300,65600,64400,63700,63200,62700,62300,62200,62400,62700,63100,63500,63700,64000,64800,66200,67800,69000,70100,71400,72800,74200,75100,74400,74400,76400,78500,78400,77300,75800,74500,73600,73100,72500,72000,72200,72700,72400,71600,71100,70800,70500,70300,70200,69700,69600,70100,71400,72400,73800,75400,77300,78400,80200,82200,82800,81600,81700,82300,82200,80800,79000,76000,71300,67900,66900,66800,66400,66100,65800
Gallatin,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76500,75900,75700,75300,74500,73900,73400,73000,72800,72700,72600,72200,71500,70800,70400,70000,69700,69600,69500,69700,70200,70900,71800,72600,73000,73500,74300,74800,75300,75800,76200,76500,76700,76800,76600,75800,74300,72700,71100,69200,67300,65600,64000,62600,61500,60700,60100,59400,58700,58300,58100,57900,57700,57900,58600,59400,60300,61000,61700,62900,64600,66700,69300,71800,73800,75700,77600,79500,81200,82600,84000,84900,85300,85100,84800
